学号	课程班级
22409010126	22音乐1班
22409010127	22音乐1班
22409010130	22音乐1班
22409010201	22音乐2班
22409010202	22音乐2班
22409010203	22音乐2班
22409010204	22音乐2班
22409010207	22音乐2班
22409010211	22音乐2班
22409010212	22音乐2班
22409010213	22音乐2班
22409010214	22音乐2班
22409010215	22音乐2班
22409010216	22音乐2班
22409010217	22音乐2班
22409010219	22音乐2班
22409010223	22音乐2班
22409010225	22音乐2班
22409010227	22音乐2班
22409010231	22音乐2班
22409010302	22音乐3班
22409010304	22音乐3班
22409010306	22音乐3班
22409010308	22音乐3班
22409010310	22音乐3班
22409010313	22音乐3班
22409010316	22音乐3班
22409010328	22音乐3班
22409010331	22音乐3班
22409010333	22音乐3班
22409010339	22音乐3班
22409020103	22音乐4班
22409020104	22音乐4班
22409020105	22音乐4班
22409020106	22音乐4班
22409020108	22音乐4班
22409020109	22音乐4班
22409020111	22音乐4班
22409020112	22音乐4班
22409020114	22音乐4班
22409020115	22音乐4班
22409020117	22音乐4班
22409020122	22音乐4班
22409020123	22音乐4班
22409020124	22音乐4班
22409020127	22音乐4班
22409020128	22音乐4班
22409020130	22音乐4班
22409020131	22音乐4班
22409020134	22音乐4班
22409020135	22音乐4班
22409020138	22音乐4班
22409020139	22音乐4班
22409020140	22音乐4班
22409020141	22音乐4班
22409020142	22音乐4班
22409020143	22音乐4班
22409020145	22音乐4班
22409020146	22音乐4班
22409020147	22音乐4班
22409020148	22音乐4班
22409020149	22音乐4班
22409020150	22音乐4班
22409040102	22舞蹈1班
22409040103	22舞蹈1班
22409040104	22舞蹈1班
22409040105	22舞蹈1班
22409040109	22舞蹈1班
22409040110	22舞蹈1班
22409040113	22舞蹈1班
22409040116	22舞蹈1班
22409040119	22舞蹈1班
22409040120	22舞蹈1班
22409040122	22舞蹈1班
22409040123	22舞蹈1班
22409040124	22舞蹈1班
22409040125	22舞蹈1班
22409040127	22舞蹈1班
22409040128	22舞蹈1班
22409040129	22舞蹈1班
22409040131	22舞蹈1班
22409040132	22舞蹈1班
22409040133	22舞蹈1班
22409040136	22舞蹈1班
22409040137	22舞蹈1班
22409040138	22舞蹈1班
22409040139	22舞蹈1班
22409040140	22舞蹈1班
22409050101	22舞表1班
22409050102	22舞表1班
22409050103	22舞表1班
22409050116	22舞表1班
22409050119	22舞表1班
22409050120	22舞表1班
22409050121	22舞表1班
22409050123	22舞表1班
22409050124	22舞表1班
22409050126	22舞表1班
22409050127	22舞表1班
22409050132	22舞表1班
22409050133	22舞表1班
22409050138	22舞表1班
22410010101	22美术1A班
22410010111	22美术1A班
22410010114	22美术1A班
22410010116	22美术1A班
22410010117	22美术1A班
22410010118	22美术1A班
22410010203	22美术1B班
22410010205	22美术1B班
22410010208	22美术1B班
22410010212	22美术1B班
22410010214	22美术1B班
22410010217	22美术1B班
22410010219	22美术1B班
22410010224	22美术1B班
22410010226	22美术1B班
22410010228	22美术1B班
22410010305	22美术2A班
22410010306	22美术2A班
22410010307	22美术2A班
22410010310	22美术2A班
22410010313	22美术2A班
22410010324	22美术2A班
22410010325	22美术2A班
22410030105	22环设1班
22410030106	23教技3班
22410030110	22环设1班
22410030112	22环设1班
22410030118	22环设1班
22410030120	22环设1班
22410030201	22环设2班
22410030209	22环设2班
22410030215	22环设2班
22410030217	22环设2班
22410030218	22环设2班
22410030220	22环设2班
22410040107	22视传1班
22410040114	22视传1班
22410040120	22视传1班
22410040122	22视传1班
22410040203	22视传2班
22410040206	22视传2班
22410040207	22视传2班
22410040214	22视传2班
22410040219	22视传2班
22410050101	22书法1班
22410050106	22书法1班
22410050108	22书法1班
22410050116	22书法1班
22410050119	22书法1班
22410050120	22书法1班
22410050121	22书法1班
22410050122	22书法1班
22410050201	22书法2班
22410050213	22书法2班
22410050214	22书法2班
22410050217	22书法2班
22411010135	22级高招羽毛球一班
22411010138	22级高招田径班
22411010146	22级高招健美操班
22411010203	22级高招健美操班
22411010212	22级高招健美操班
22411010220	22级高招田径班
22411010221	22级高招田径班
22411010231	22级高招足球班
22411010232	22级高招足球班
22411010239	22级高招乒乓球班
22411010240	22级高招篮球二班
22411010248	22级高招篮球二班
22411010317	22级高招篮球一班
22411010318	22级高招田径班
22411010324	22级高招田径班
22411010325	22级高招篮球一班
22411010332	22级高招田径班
22411010333	22级高招篮球二班
22411010334	22级高招田径班
22411010335	22级高招田径班
22411010337	22级高招篮球一班
22411010342	22级高招排球班
22411010346	22级高招排球班
22411010403	22级高招健美操班
22411010417	22级高招篮球二班
22411010419	22级高招足球班
22411010423	22级高招篮球一班
22411010425	22级高招田径班
22411010426	22级高招乒乓球班
22411010427	22级高招篮球一班
22411010428	22级高招篮球一班
22411010436	22级高招足球班
22411010439	22级高招排球班
22411010445	22级高招足球班
22411010450	22级高招足球班
22412010111	22思政1班
22412010112	22思政1班
22412010209	22思政2班
22412010210	22思政2班
22412010216	22思政2班
22412010221	22思政2班
22412010226	22思政2班
22412010227	22思政2班
22412010230	22思政2班
22412010234	22思政2班
22412010305	22思政3班
22412010308	22思政3班
22412010318	22思政3班
22412010324	22思政3班
22412010327	22思政3班
22412010333	22思政3班
22412010334	22思政3班
22412010349	22思政3班
22412010413	22思政4班
22412010417	22思政4班
22412010424	22思政4班
22412010425	22思政4班
22412010430	22思政4班
22412010435	22思政4班
22412010438	22思政4班
22412010442	22思政4班
22412010448	22思政4班
22601097502	24级975思政班
22601097503	24级975思政班
22601097504	24级975思政班
22601097505	24级975思政班
22601097507	24级975思政班
22601097509	24级975思政班
22601097510	24级975思政班
22601097512	24级975思政班
22601097515	24级975思政班
22601097517	24级975思政班
22601097519	24级975思政班
22601097524	24级975思政班
22601097526	24级975思政班
22601097537	24级975思政班
22601097542	24级975思政班
22601097543	24级975思政班
22601097601	24级976思政班
22601097607	24级976思政班
22601097609	24级976思政班
22601097616	24级976思政班
22601097618	24级976思政班
22601097620	24级976思政班
22601097624	24级976思政班
22601097625	24级976思政班
22601097626	24级976思政班
22601097629	24级976思政班
22601097640	24级976思政班
22601097641	24级976思政班
22601097643	24级976思政班
22601097644	24级976思政班
22602097701	24级977汉语言文学班
22602097703	24级977汉语言文学班
22602097704	24级977汉语言文学班
22602097709	24级977汉语言文学班
22602097710	24级977汉语言文学班
22602097726	24级977汉语言文学班
22602097736	24级977汉语言文学班
22602097806	24级978汉语言文学班
22602097810	24级978汉语言文学班
22602097816	24级978汉语言文学班
22602097837	24级978汉语言文学班
22602097838	24级978汉语言文学班
22602097841	24级978汉语言文学班
22602097845	24级978汉语言文学班
22602097846	24级978汉语言文学班
22602097849	24级978汉语言文学班
22602097850	24级978汉语言文学班
22602097903	24级979汉语言文学班
22602097910	24级979汉语言文学班
22602097912	24级979汉语言文学班
22602097916	24级979汉语言文学班
22602097918	24级979汉语言文学班
22602097919	24级979汉语言文学班
22602097924	24级979汉语言文学班
22602097927	24级979汉语言文学班
22602097936	24级979汉语言文学班
22602097937	24级979汉语言文学班
22602097938	24级979汉语言文学班
22602097943	24级979汉语言文学班
22602097948	24级979汉语言文学班
22602097950	24级979汉语言文学班
22602098002	24级980汉语言文学班
22602098003	24级980汉语言文学班
22602098007	24级980汉语言文学班
22602098025	24级980汉语言文学班
22602098048	24级980汉语言文学班
22603098104	24级981数学班
22603098108	24级981数学班
22603098109	24级981数学班
22603098110	24级981数学班
22603098112	24级981数学班
22603098113	24级981数学班
22603098114	24级981数学班
22603098142	24级981数学班
22603098145	24级981数学班
22603098201	24级982数学班
22603098202	24级982数学班
22603098205	24级982数学班
22603098206	24级982数学班
22603098209	24级982数学班
22603098210	24级982数学班
22603098212	24级982数学班
22603098213	24级982数学班
22603098214	24级982数学班
22603098215	24级982数学班
22603098216	24级982数学班
22603098217	24级982数学班
22603098219	24级982数学班
22603098220	24级982数学班
22603098221	24级982数学班
22603098222	24级982数学班
22603098223	24级982数学班
22603098229	24级982数学班
22603098231	24级982数学班
22603098235	24级982数学班
22603098236	24级982数学班
22603098237	24级982数学班
22603098242	24级982数学班
22603098246	24级982数学班
22603098247	24级982数学班
22603098248	24级982数学班
22603098249	24级982数学班
22603098303	24级983数学班
22603098313	24级983数学班
22603098318	24级983数学班
22603098334	24级983数学班
22603098335	24级983数学班
22603098339	24级983数学班
22603098347	24级983数学班
22603098350	24级983数学班
22603098411	24级984数学班
22603098416	24级984数学班
22603098423	24级984数学班
22603098427	24级984数学班
22603098429	24级984数学班
22603098430	24级984数学班
22603098433	24级984数学班
22603098442	24级984数学班
22603098443	24级984数学班
22603098449	24级984数学班
22604098502	24级985英语班
22604098503	24级985英语班
22604098505	24级985英语班
22604098508	24级985英语班
22604098509	24级985英语班
22604098513	24级985英语班
22604098514	24级985英语班
22604098517	24级985英语班
22604098528	24级985英语班
22604098529	24级985英语班
22604098535	24级985英语班
22604098542	24级985英语班
22604098544	24级985英语班
22604098546	24级985英语班
22604098549	24级985英语班
22604098550	24级985英语班
22604098603	24级986英语班
22604098609	24级986英语班
22604098612	24级986英语班
22604098613	24级986英语班
22604098616	24级986英语班
22604098618	24级986英语班
22604098621	24级986英语班
22604098622	24级986英语班
22604098625	24级986英语班
22604098627	24级986英语班
22604098632	24级986英语班
22604098633	24级986英语班
22604098636	24级986英语班
22604098644	24级986英语班
22604098645	24级986英语班
22604098647	24级986英语班
22604098649	24级986英语班
22605098705	24级987科教班
22605098711	24级987科教班
22605098712	24级987科教班
22605098713	24级987科教班
22605098717	24级987科教班
22605098718	24级987科教班
22605098719	24级987科教班
22605098726	24级987科教班
22605098735	24级987科教班
22605098736	24级987科教班
22605098737	24级987科教班
22605098738	24级987科教班
22605098739	24级987科教班
22605098742	24级987科教班
22605098745	24级987科教班
22605098746	24级987科教班
22605098747	24级987科教班
22605098749	24级987科教班
22605098750	24级987科教班
22605098804	24级988科教班
22605098807	24级988科教班
22605098813	24级988科教班
22605098819	24级988科教班
22605098831	24级988科教班
22605098834	24级988科教班
22605098837	24级988科教班
22605098844	24级988科教班
22606098917	24级989教技班
22606098919	24级989教技班
22606098921	24级989教技班
22606098936	24级989教技班
22606098945	24级989教技班
22610099023	24级992小教理2班
22610099024	24级992小教理2班
22610099027	24级992小教理2班
22610099032	24级991小教理1班
22610099037	24级990小教文1班
22610099039	24级991小教理1班
22610099040	24级990小教文1班
22610099046	24级990小教文1班
22610099105	24级991小教理1班
22610099110	24级990小教文1班
22610099119	24级991小教理1班
22610099131	24级991小教理1班
22610099135	24级990小教文1班
22610099139	24级990小教文1班
22610099140	24级991小教理1班
22610099141	24级990小教文1班
22610099144	24级991小教理1班
22610099149	24级991小教理1班
22610099152	24级991小教理1班
22610099153	24级991小教理1班
22610099214	24级990小教文1班
22610099218	24级992小教理2班
22610099220	24级992小教理2班
22610099229	24级990小教文1班
22610099233	24级992小教理2班
22610099314	24级993小教（西藏）班
22610099317	24级993小教（西藏）班
22610099318	24级993小教（西藏）班
22610099322	24级993小教（西藏）班
22610099324	24级993小教（西藏）班
22610099326	24级993小教（西藏）班
22610099327	24级993小教（西藏）班
22610099329	24级993小教（西藏）班
22610099330	24级993小教（西藏）班
23401030108	23学前国际1班
23401030127	23学前国际1班
23401030130	23学前国际1班
23401030138	23学前国际1班
23401030149	23学前国际1班
23401030150	23学前国际1班
23401030209	23学前国际2班
23401030212	23学前国际2班
23401030216	23学前国际2班
23401030220	23学前国际2班
23401030224	23学前国际2班
23401030228	23学前国际2班
23401030247	23学前国际2班
23401030249	23学前国际2班
23401030301	23学前1班
23401030305	23学前1班
23401030306	23学前1班
23401030307	23学前1班
23401030308	23学前1班
23401030316	23学前1班
23401030317	23学前1班
23401030319	23学前1班
23401030322	23学前1班
23401030331	23汉语言文学1班
23401030339	23学前1班
23401030340	23学前1班
23401030341	23学前1班
23401030342	23学前1班
23401030343	23学前1班
23401030344	23学前1班
23401030348	23汉语言文学1班
23401060106	23心理1班
23401060108	23心理1班
23401060111	23心理1班
23401060113	23汉语言文学1班
23401060115	23心理1班
23401060121	23心理1班
23401060132	23心理1班
23401060133	23心理1班
23401060134	23心理1班
23401060135	23心理1班
23401060143	23心理1班
23401060148	23心理1班
23401060213	23心理2班
23401060216	23心理2班
23401060218	23心理2班
23401060226	23心理2班
23401060227	23心理2班
23401060234	23心理2班
23401060242	23心理2班
23401060245	23心理2班
23401060246	23心理2班
23401060249	23心理2班
23401090113	23教技1班
23401090114	23教技1班
23401090120	23教技1班
23401090135	23教技1班
23401090136	23教技1班
23401090138	23教技1班
23401090146	23教技1班
23401090147	23教技1班
23401090201	23教技2班
23401090211	23教技2班
23401090213	23教技2班
23401090226	23教技2班
23401090229	23教技2班
23401090233	23教技2班
23401090234	23教技2班
23401090238	23教技2班
23401090241	23教技2班
23401090242	23教技2班
23401090243	23教技2班
23401090244	23教技2班
23401090246	23教技2班
23401090247	24教技2班
23401090248	24教技2班
23401090309	23教技3班
23401090310	23教技3班
23401090312	23教技3班
23401090313	23教技3班
23401090315	23教技3班
23401090317	23教技3班
23401090318	23教技3班
23401090319	23教技3班
23401090320	23教技3班
23401090321	23教技3班
23401090322	23教技3班
23401090324	23教技3班
23401090326	23教技3班
23401090327	23教技3班
23401090336	23教技3班
23401090337	23教技3班
23401090340	23教技3班
23401090341	23教技3班
23401090342	23教技3班
23401090347	23教技3班
23401090349	23教技3班
23401090350	23教技3班
23402010102	23汉语言文学1班
23402010110	23汉语言文学1班
23402010112	23汉语言文学1班
23402010113	23汉语言文学1班
23402010124	23汉语言文学1班
23402010127	23汉语言文学1班
23402010128	23汉语言文学1班
23402010133	23汉语言文学1班
23402010135	23汉语言文学1班
23402010201	23汉语言文学2班
23402010202	23汉语言文学2班
23402010208	23汉语言文学2班
23402010213	23汉语言文学2班
23402010226	23汉语言文学2班
23402010233	23汉语言文学2班
23402010234	23汉语言文学2班
23402010235	23汉语言文学2班
23402010305	23汉语言文学3班
23402010307	23汉语言文学3班
23402010324	23汉语言文学3班
23402010326	23汉语言文学3班
23402010329	23汉语言文学3班
23402010330	23汉语言文学3班
23402010334	23汉语言文学3班
23402010335	23汉语言文学3班
23402010339	23汉语言文学3班
23402010342	23汉语言文学3班
23402010343	23汉语言文学3班
23402010346	23汉语言文学3班
23402010348	23汉语言文学3班
23402010401	23汉语言文学4班
23402010407	23汉语言文学4班
23402010408	23汉语言文学4班
23402010415	23汉语言文学4班
23402010416	23汉语言文学4班
23402010417	23汉语言文学4班
23402010425	23汉语言文学4班
23402010427	23汉语言文学4班
23402010428	23汉语言文学4班
23402010429	23汉语言文学4班
23402010436	23汉语言文学4班
23402010446	23汉语言文学4班
23402010447	23汉语言文学4班
23402010448	23汉语言文学4班
23402010449	23汉语言文学4班
23402010450	23汉语言文学4班
23402010505	23汉语言文学5班
23402010509	23汉语言文学5班
23402010511	23汉语言文学5班
23402010519	23汉语言文学5班
23402010522	23汉语言文学5班
23402010524	23汉语言文学5班
23402010526	23汉语言文学5班
23402010527	23汉语言文学5班
23402010528	23汉语言文学5班
23402010529	23汉语言文学5班
23402010532	23汉语言文学5班
23402010541	23汉语言文学5班
23402010542	23汉语言文学5班
23402010543	23汉语言文学5班
23402010545	23汉语言文学5班
23402010546	23汉语言文学5班
23402010548	23汉语言文学5班
23402010602	23汉语言文学6班
23402010603	23汉语言文学6班
23402010612	23汉语言文学6班
23402010613	23汉语言文学6班
23402010617	23汉语言文学6班
23402010621	23汉语言文学6班
23402010623	23汉语言文学6班
23402010627	23汉语言文学6班
23402010628	23汉语言文学6班
23402010629	23汉语言文学6班
23402010634	23汉语言文学6班
23402010635	23汉语言文学6班
23402010638	23汉语言文学6班
23402010640	23汉语言文学6班
23402010646	23汉语言文学6班
23402010701	23汉语言文学润之英才班
23402010703	23汉语言文学润之英才班
23402010704	23汉语言文学润之英才班
23402010718	23汉语言文学润之英才班
23402010723	23汉语言文学润之英才班
23402010725	23汉语言文学润之英才班
23402010738	23汉语言文学润之英才班
23402030107	23汉教1班
23402030108	23汉教1班
23402030110	23汉教1班
23402030111	23汉教1班
23402030113	23汉教1班
23402030115	23汉教1班
23402030120	23汉教1班
23402040101	23广电1班
23402040102	23广电1班
23402040107	23广电1班
23402040108	23广电1班
23402040109	23广电1班
23402040110	23广电1班
23402040111	23广电1班
23402040112	23广电1班
23402040115	23广电1班
23402040119	24广电1班
23402040121	24广电1班
23402040126	23广电1班
23402040128	23广电1班
23402040136	23广电1班
23402040137	23广电1班
23402050113	23网媒1班
23402050116	23网媒1班
23402050122	23网媒1班
23402050126	23网媒1班
23402050128	23网媒1班
23402050129	23网媒1班
23402050130	23网媒1班
23402050131	23网媒1班
23402050207	23网媒2班
23402050214	23网媒2班
23402050220	23网媒2班
23402050224	23网媒2班
23402050228	23网媒2班
23402050231	23网媒2班
23402050232	23网媒2班
23402050233	23网媒2班
23402050301	23网媒3班
23402050302	23网媒3班
23402050303	23网媒3班
23402050304	23网媒3班
23402050305	23网媒3班
23402050307	23网媒3班
23402050312	23网媒3班
23402050316	23网媒3班
23402050317	23网媒3班
23402050318	23网媒3班
23402050320	23网媒3班
23402050321	23网媒3班
23402050322	23网媒3班
23402050323	24网媒3班
23402050324	23网媒3班
23402050325	23网媒3班
23402050326	23网媒3班
23402050327	23网媒3班
23402050329	23网媒3班
23402050330	23网媒3班
23402050331	23网媒3班
23402050332	23网媒3班
23402050333	23网媒3班
23403010106	23应数1班
23403010114	23应数1班
23403010122	23应数1班
23403010124	23应数1班
23403010146	23应数1班
23403010203	23应数2班
23403010204	23应数2班
23403010208	23应数2班
23403010211	23应数2班
23403010212	23应数2班
23403010213	23应数2班
23403010215	23应数2班
23403010217	23应数2班
23403010218	23应数2班
23403010219	23应数2班
23403010221	23应数2班
23403010235	23应数2班
23403010238	23应数2班
23403010242	23应数2班
23403010244	23应数2班
23403010245	23应数2班
23403010251	23应数2班
23403010302	23应数3班
23403010303	23应数3班
23403010304	23应数3班
23403010305	23应数3班
23403010306	23应数3班
23403010307	23应数3班
23403010308	23应数3班
23403010318	23应数3班
23403010319	23应数3班
23403010320	23应数3班
23403010322	23应数3班
23403010323	23应数3班
23403010327	23应数3班
23403010329	23应数3班
23403010330	23应数3班
23403010331	23应数3班
23403010334	23应数3班
23403010335	23应数3班
23403010338	23应数3班
23403010341	23应数3班
23403010343	23应数3班
23403010344	23应数3班
23403010346	23应数3班
23403010349	23应数3班
23403010402	23应数4班
23403010403	23应数4班
23403010408	23应数4班
23403010410	23应数4班
23403010413	23应数4班
23403010414	23应数4班
23403010415	23应数4班
23403010421	23应数4班
23403010424	23应数4班
23403010425	23应数4班
23403010426	23应数4班
23403010427	23应数4班
23403010428	23应数4班
23403010429	23应数4班
23403010430	23应数4班
23403010431	23应数4班
23403010434	23应数4班
23403010437	23应数4班
23403010439	23应数4班
23403010440	23应数4班
23403010441	23应数4班
23403010443	23应数4班
23403010444	23应数4班
23403010445	23应数4班
23403010446	23应数4班
23403010447	23应数4班
23403010448	23应数4班
23403010449	23应数4班
23403010450	23应数4班
23403010505	23应数润之英才班
23403010520	23应数润之英才班
23403010522	23应数润之英才班
23403010524	23应数润之英才班
23403010532	23应数润之英才班
23403010536	23应数润之英才班
23403010542	23应数润之英才班
23403010543	23应数润之英才班
23403030101	23信科1班
23403030105	23信科1班
23403030107	23信科1班
23403030109	23信科1班
23403030110	23信科1班
23403030111	23信科1班
23403030113	23信科1班
23403030115	23信科1班
23403030117	23信科1班
23403030119	23信科1班
23403030122	23信科1班
23403030124	23信科1班
23403030125	23信科1班
23403030126	23信科1班
23403030127	23信科1班
23403030129	23信科1班
23403030130	23信科1班
23403030136	23信科1班
23403030137	23信科1班
23403030138	23信科1班
23403030139	23信科1班
23403030141	23信科1班
23403030142	23信科1班
23403030146	23信科1班
23403030148	23信科1班
23403030150	23信科1班
23403030204	23信科2班
23403030209	23信科2班
23403030210	23信科2班
23403030211	23信科2班
23403030213	23信科2班
23403030219	23信科2班
23403030220	23信科2班
23403030228	23信科2班
23403030230	23信科2班
23403030234	23信科2班
23403030235	23信科2班
23403030236	23信科2班
23403030237	23信科2班
23403030238	23信科2班
23403030241	23信科2班
23403030242	23信科2班
23403030243	23信科2班
23403030246	23信科2班
23403040113	23统计1班
23403040117	23统计1班
23403040118	23统计1班
23403040119	23统计1班
23403040132	23统计1班
23403040139	23统计1班
23403040140	23统计1班
23403040141	23统计1班
23403040142	23统计1班
23403040143	23统计1班
23403040144	23统计1班
23403040146	23统计1班
23403040148	23统计1班
23403040149	23统计1班
23404010102	23英语润之英才班
23404010104	23英语润之英才班
23404010114	23英语润之英才班
23404010121	23英语润之英才班
23404010122	23英语润之英才班
23404010123	23英语润之英才班
23404010124	23英语润之英才班
23404010130	23英语润之英才班
23404010140	23英语润之英才班
23404010141	23英语润之英才班
23404010145	23英语润之英才班
23404010202	23英语1班
23404010205	23英语1班
23404010206	23英语1班
23404010223	23英语1班
23404010225	23英语1班
23404010228	23英语1班
23404010306	23英语2班
23404010310	23英语2班
23404010313	23英语2班
23404010316	23英语2班
23404010325	23英语2班
23404010334	23英语2班
23404010402	23英语3班
23404010403	23英语3班
23404010412	23英语3班
23404010418	23英语3班
23404010521	23英语4班
23404010522	23英语4班
23404010526	23英语4班
23404010538	23英语4班
23404020113	23英语5班
23404020115	23英语5班
23404020120	23英语5班
23404020123	23英语5班
23404020125	23英语5班
23404020126	23英语5班
23404020128	23英语5班
23404020129	23英语5班
23404020130	23英语5班
23404020213	23英语6班
23404020222	23英语6班
23404020223	23英语6班
23404020226	23英语6班
23404020227	23英语6班
23404020229	23英语6班
23404020236	23英语6班
23404040107	23翻译1班
23404040113	23翻译1班
23404040114	23翻译1班
23404040116	23翻译1班
23404040119	23翻译1班
23404040128	23翻译1班
23405010113	23计科1班
23405010131	23计科1班
23405010135	23计科1班
23405010137	23计科1班
23405010143	23计科1班
23405010147	23计科1班
23405010149	23计科1班
23405010201	23计科2班
23405010202	23计科2班
23405010203	23计科2班
23405010204	23计科2班
23405010210	23计科2班
23405010215	23计科2班
23405010216	23计科2班
23405010225	23计科2班
23405010226	23计科2班
23405010229	23计科2班
23405010231	23计科2班
23405010232	23计科2班
23405010233	23计科2班
23405010234	23计科2班
23405010237	23计科2班
23405010238	23计科2班
23405010243	23计科2班
23405010247	23计科2班
23405010249	23计科2班
23405010305	23计科3班
23405010310	23计科3班
23405010313	23计科3班
23405010316	23计科3班
23405010321	23计科3班
23405010323	23计科3班
23405010324	23计科3班
23405010325	23计科3班
23405010329	23计科3班
23405010331	23计科3班
23405010337	23计科3班
23405010338	23计科3班
23405010343	23计科3班
23405010346	23计科3班
23405010405	23计科4班
23405010416	23计科4班
23405010417	23计科4班
23405010423	23计科4班
23405010425	23计科4班
23405010428	23计科4班
23405010433	23计科4班
23405010434	23计科4班
23405010435	23计科4班
23405010436	23计科4班
23405010438	23计科4班
23405010439	23计科4班
23405010440	23计科4班
23405010444	23计科4班
23405010448	23计科4班
23405010449	23计科4班
23405010518	23计科5班
23405010529	23计科5班
23405010533	23计科5班
23405010536	23计科5班
23405010537	23计科5班
23405010542	23计科5班
23405010543	23计科5班
23405010544	23计科5班
23405010545	23计科5班
23405010546	23计科5班
23405010547	23计科5班
23405010548	23计科5班
23405010549	23计科5班
23405010550	23计科5班
23405010601	23计科6班
23405010607	23计科6班
23405010615	23计科6班
23405010624	23计科6班
23405010627	23计科6班
23405010630	23计科6班
23405010631	23计科6班
23405010633	23计科6班
23405010634	23计科6班
23405010636	23计科6班
23405010639	23计科6班
23405010641	23计科6班
23405010644	23计科6班
23405010647	23计科6班
23405010716	23计科7班
23405010720	23计科7班
23405010721	23计科7班
23405010723	23计科7班
23405010734	23计科7班
23405010735	23计科7班
23405010736	23计科7班
23405010739	23计科7班
23405010746	23计科7班
23405010748	23计科7班
23405080102	23数据科学1班
23405080104	23数据科学1班
23405080107	23数据科学1班
23405080110	23数据科学1班
23405080113	23数据科学1班
23405080115	23数据科学1班
23405080121	23数据科学1班
23405080122	23数据科学1班
23405080126	23数据科学1班
23405080127	23数据科学1班
23405080128	23数据科学1班
23405080130	23数据科学1班
23405080133	23数据科学1班
23405080137	23数据科学1班
23405080138	23数据科学1班
23405080141	23数据科学1班
23405080144	23数据科学1班
23405080146	23数据科学1班
23405080150	23数据科学1班
23405080205	23数据科学2班
23405080207	23数据科学2班
23405080210	23数据科学2班
23405080213	23数据科学2班
23405080218	23数据科学2班
23405080220	23数据科学2班
23405080223	23数据科学2班
23405080228	23数据科学2班
23405080232	23数据科学2班
23405080236	23数据科学2班
23405080240	23数据科学2班
23405080242	23数据科学2班
23405080243	23数据科学2班
23405080248	23数据科学2班
23405080250	23数据科学2班
23405080302	23数据科学3班
23405080304	23数据科学3班
23405080307	23数据科学3班
23405080308	23数据科学3班
23405080310	23数据科学3班
23405080316	23数据科学3班
23405080318	23数据科学3班
23405080326	23数据科学3班
23405080328	23数据科学3班
23405080329	23数据科学3班
23405080335	23数据科学3班
23405080337	23数据科学3班
23405080338	23数据科学3班
23405080341	23数据科学3班
23405080343	23数据科学3班
23405080348	23数据科学3班
23405080406	23数据科学4班
23405080416	23数据科学4班
23405080419	23数据科学4班
23405080424	23数据科学4班
23405080426	23数据科学4班
23405080427	23数据科学4班
23405080428	23数据科学4班
23405080429	23数据科学4班
23405080431	23数据科学4班
23405080432	23数据科学4班
23405080437	23数据科学4班
23405080438	23数据科学4班
23405080439	23数据科学4班
23405080441	23数据科学4班
23405080442	23数据科学4班
23405080443	23数据科学4班
23405080444	23数据科学4班
23405080448	23数据科学4班
23405080449	23数据科学4班
23405080502	23数据科学5班
23405080503	23数据科学5班
23405080509	23数据科学5班
23405080511	23数据科学5班
23405080515	23数据科学5班
23405080516	23数据科学5班
23405080517	23数据科学5班
23405080518	23数据科学5班
23405080519	23数据科学5班
23405080525	23数据科学5班
23405080527	23数据科学5班
23405080528	23数据科学5班
23405080529	23数据科学5班
23405080532	23数据科学5班
23405080533	23数据科学5班
23405080537	23数据科学5班
23405080539	23数据科学5班
23405080540	23数据科学5班
23405080542	23数据科学5班
23405080543	23数据科学5班
23405080544	23数据科学5班
23405080548	23数据科学5班
23405080549	23数据科学5班
23405080550	23数据科学5班
23406020106	23会计1班
23406020114	23会计1班
23406020122	23会计1班
23406020131	23会计1班
23406020137	23会计1班
23406020143	23会计1班
23406020149	23会计1班
23406020203	23会计2班
23406020204	23会计2班
23406020205	23会计2班
23406020210	23会计2班
23406020219	23会计2班
23406020220	23会计2班
23406020222	23会计2班
23406020223	23会计2班
23406020224	23会计2班
23406020235	23会计2班
23406020237	23会计2班
23406020238	23会计2班
23406020239	23会计2班
23406020240	23会计2班
23406020241	23会计2班
23406020242	23会计2班
23406020243	23会计2班
23406020244	23会计2班
23406020248	23会计2班
23406020249	23会计2班
23406030101	23旅管1班
23406030102	23旅管1班
23406030110	23旅管1班
23406030125	23旅管1班
23406030127	23旅管1班
23406030128	23旅管1班
23406030129	23旅管1班
23406030130	23旅管1班
23406030201	23旅管2班
23406030205	23旅管2班
23406030209	23旅管2班
23406030237	23旅管2班
23406030238	23旅管2班
23406030239	23旅管2班
23406030240	23旅管2班
23406030303	23旅管3班
23406030305	23旅管3班
23406030306	23旅管3班
23406030307	23旅管3班
23406030310	23旅管3班
23406030314	23旅管3班
23406030315	23旅管3班
23406030316	23旅管3班
23406030318	23旅管3班
23406030321	23旅管3班
23406030323	23旅管3班
23406030337	23旅管3班
23406030339	23旅管3班
23406030401	23旅管4班
23406030405	23旅管4班
23406030406	23旅管4班
23406030407	23旅管4班
23406030416	23旅管4班
23406040108	23国贸1班
23406040110	23国贸1班
23406040117	23国贸1班
23406040120	23国贸1班
23406040126	23国贸1班
23406040135	23国贸1班
23406040138	23国贸1班
23406040143	23国贸1班
23406040215	23国贸2班
23406040216	23国贸2班
23406040225	23国贸2班
23406040227	23国贸2班
23406040232	23国贸2班
