学号	课程班级
21603094945	23级949数学班
21603094946	23级949数学班
21603094949	23级949数学班
21603095005	23级950数学班
21603095020	23级950数学班
21603095027	23级950数学班
21603095028	23级950数学班
21603095033	23级950数学班
21603095034	23级950数学班
21603095041	23级950数学班
21603095044	23级950数学班
21603095045	23级950数学班
21603095046	23级950数学班
21603095047	23级950数学班
21603095049	23级950数学班
21604095111	23级951英语班
21604095135	23级951英语班
21604095138	23级951英语班
21604095142	23级951英语班
21604095207	23级952英语班
21604095213	23级952英语班
21604095217	23级952英语班
21604095222	23级952英语班
21604095228	23级952英语班
21604095241	23级952英语班
21604095322	23级953英语班
21604095325	23级953英语班
21604095328	23级953英语班
21604095341	23级953英语班
21604095405	23级954英语班
21604095407	23级954英语班
21604095416	23级954英语班
21604095417	23级954英语班
21604095422	23级954英语班
21604095427	23级954英语班
21604095438	23级954英语班
21604095439	23级954英语班
21604095440	23级954英语班
21604095441	23级954英语班
21604095443	23级954英语班
21605095511	23级955科教班
21605095514	23级955科教班
21605095519	23级955科教班
21605095522	23级955科教班
21605095534	23级955科教班
21605095541	23级955科教班
21605095545	23级955科教班
21605095602	23级956科教班
21605095604	23级956科教班
21605095609	23级956科教班
21605095616	23级956科教班
21605095617	23级956科教班
21605095619	23级956科教班
21605095635	23级956科教班
21605095636	23级956科教班
21605095637	23级956科教班
21605095638	23级956科教班
21605095639	23级956科教班
21605095640	23级956科教班
21605095642	23级956科教班
21605095643	23级956科教班
21605095644	23级956科教班
21605095704	23级957科教班
21605095708	23级957科教班
21605095711	23级957科教班
21605095714	23级957科教班
21605095715	23级957科教班
21605095716	23级957科教班
21605095719	23级957科教班
21605095721	23级957科教班
21605095722	23级957科教班
21605095731	23级957科教班
21605095733	23级957科教班
21605095741	23级957科教班
21605095803	23级958科教班
21605095804	23级958科教班
21605095805	23级958科教班
21605095809	23级958科教班
21605095812	23级958科教班
21605095813	23级958科教班
21605095815	23级958科教班
21605095816	23级958科教班
21605095817	23级958科教班
21605095818	23级958科教班
21605095819	23级958科教班
21605095821	23级958科教班
21605095823	23级958科教班
21605095825	23级958科教班
21605095826	23级958科教班
21605095829	23级958科教班
21605095830	23级958科教班
21605095832	23级958科教班
21605095833	23级958科教班
21606095914	23级959教技班
21606095930	23级959教技班
21606095932	24级989教技班
21606095940	23级959教技班
21606096004	23级960教技班
21606096007	23级960教技班
21606096010	23级960教技班
21606096016	23级960教技班
21606096032	23级960教技班
21606096036	23级960教技班
21607096101	23级961音乐班
21607096102	23级961音乐班
21607096104	23级961音乐班
21607096110	23级961音乐班
21607096119	23级961音乐班
21607096120	23级961音乐班
21607096121	23级961音乐班
21607096122	23级961音乐班
21607096123	23级961音乐班
21607096124	23级961音乐班
21607096126	23级961音乐班
21607096128	23级961音乐班
21607096130	23级961音乐班
21607096131	23级961音乐班
21607096132	23级961音乐班
21607096133	23级961音乐班
21607096134	23级961音乐班
21607096136	23级961音乐班
21607096139	23级961音乐班
21607096145	23级961音乐班
21607096148	23级961音乐班
21607096149	23级961音乐班
21607096150	23级961音乐班
21607096205	23级962音乐班
21607096227	23级962音乐班
21607096229	23级962音乐班
21607096241	23级962音乐班
21607096244	23级962音乐班
21607096245	23级962音乐班
21608096306	23级初招美术1C班
21608096315	23级初招美术1C班
21608096316	23级初招美术1A班
21608096317	23级初招美术1B班
21608096318	23级初招美术1C班
21608096319	23级初招美术1A班
21608096322	23级初招美术1A班
21608096323	23级初招美术1B班
21608096324	23级初招美术1C班
21608096325	23级初招美术1A班
21608096327	23级初招美术1C班
21608096330	23级初招美术1C班
21608096332	23级初招美术1B班
21608096336	23级初招美术1C班
21608096339	23级初招美术1C班
21608096340	23级初招美术1A班
21608096341	23级初招美术1B班
21608096343	23级初招美术1A班
21608096402	23级初招美术1A班
21608096403	23级初招美术1B班
21608096404	23级初招美术1C班
21608096409	23级初招美术1B班
21608096411	23级初招美术1A班
21608096412	23级初招美术1B班
21608096418	23级初招美术1A班
21608096420	23级初招美术1C班
21608096423	23级初招美术1C班
21608096426	23级初招美术1C班
21608096435	23级初招美术1C班
21608096436	23级初招美术1A班
21608096437	23级初招美术1B班
21608096440	23级初招美术1B班
21608096441	23级初招美术1C班
21608096442	23级初招美术1A班
21609096501	23级965体育班
21609096504	23级965体育班
21609096508	23级965体育班
21609096519	23级965体育班
21609096522	23级965体育班
21609096529	23级965体育班
21609096539	23级965体育班
21609096540	23级965体育班
21609096541	23级965体育班
21609096542	23级965体育班
21609096544	23级965体育班
21609096550	23级965体育班
21609096606	23级966体育班
21609096608	23级966体育班
21609096615	23级966体育班
21609096616	23级966体育班
21609096618	23级966体育班
21609096625	23级966体育班
21609096626	23级966体育班
21609096627	23级966体育班
21609096628	23级966体育班
21609096630	23级966体育班
21609096632	23级966体育班
21609096633	23级966体育班
21609096641	23级966体育班
21609096642	23级966体育班
21609096644	23级966体育班
21609096646	23级966体育班
21609096647	23级966体育班
21609096649	23级966体育班
21609096651	23级966体育班
21610096704	23级971小教理3班
21610096710	23级968小教文2班
21610096716	23级972小教理4班
21610096717	23级970小教理2班
21610096719	23级972小教理4班
21610096723	23级970小教理2班
21610096728	23级970小教理2班
21610096735	23级967小教文1班
21610096736	23级970小教理2班
21610096744	23级969小教理1班
21610096745	23级971小教理3班
21610096746	23级967小教文1班
21610096801	23级968小教文2班
21610096813	23级967小教文1班
21610096817	23级969小教理1班
21610096825	23级968小教文2班
21610096826	23级968小教文2班
21610096827	23级971小教理3班
21610096833	23级971小教理3班
21610096839	23级969小教理1班
21610096844	23级967小教文1班
21610096847	23级972小教理4班
21610096901	23级972小教理4班
21610096904	23级967小教文1班
21610096906	23级967小教文1班
21610096916	23级970小教理2班
21610096919	23级971小教理3班
21610096924	23级970小教理2班
21610096926	23级971小教理3班
21610096927	23级971小教理3班
21610096929	23级972小教理4班
21610096930	23级972小教理4班
21610096933	23级970小教理2班
21610096939	23级968小教文2班
21610096941	23级969小教理1班
21610096947	23级972小教理4班
21610097002	23级968小教文2班
21610097004	23级970小教理2班
21610097005	23级967小教文1班
21610097006	23级968小教文2班
21610097008	23级967小教文1班
21610097017	23级967小教文1班
21610097018	23级970小教理2班
21610097020	23级972小教理4班
21610097024	23级968小教文2班
21610097028	23级972小教理4班
21610097032	23级972小教理4班
21610097033	23级971小教理3班
21610097037	23级970小教理2班
21610097041	23级969小教理1班
21610097105	23级970小教理2班
21610097108	23级968小教文2班
21610097115	23级970小教理2班
21610097116	23级971小教理3班
21610097119	23级970小教理2班
21610097122	23级972小教理4班
21610097126	23级969小教理1班
21610097130	23级971小教理3班
21610097136	23级969小教理1班
21610097139	23级971小教理3班
21610097146	23级968小教文2班
21610097206	23级971小教理3班
21610097208	23级967小教文1班
21610097215	23级969小教理1班
21610097217	23级970小教理2班
21610097218	23级971小教理3班
21610097221	23级972小教理4班
21610097222	23级971小教理3班
21610097223	23级970小教理2班
21610097224	23级972小教理4班
21610097225	23级968小教文2班
21610097227	23级971小教理3班
21610097231	23级968小教文2班
21610097233	23级971小教理3班
21610097234	23级972小教理4班
21610097235	23级972小教理4班
21610097236	23级971小教理3班
21610097237	23级969小教理1班
21610097307	23级973小教（西藏）班
21610097312	23级973小教（西藏）班
21610097313	23级973小教（西藏）班
21610097315	23级973小教（西藏）班
21610097320	23级973小教（西藏）班
21610097329	23级973小教（西藏）班
21611097403	23级974心理班
21611097412	23级974心理班
21611097413	23级974心理班
21611097414	23级974心理班
21611097420	23级974心理班
21611097422	23级974心理班
21611097424	23级974心理班
21611097425	23级974心理班
21611097439	23级974心理班
21611097441	23级974心理班
21611097451	23级974心理班
22060398443	24级984数学班
22202010628	22汉语言文学6班
22206020315	22会计3班
22206020318	22会计3班
22206020319	22会计3班
22206020321	22会计3班
22206020322	22会计3班
22206020333	22会计3班
22206020347	22会计3班
22206020348	22会计3班
22206030304	22旅管3班
22206030318	22旅管3班
22206030328	22旅管3班
22206030329	22旅管3班
22206030331	22旅管3班
22206030338	22旅管3班
22207010226	23计科4班
22207010514	22音乐5班
22207010515	22音乐5班
22207010516	22音乐5班
22207010517	22音乐5班
22207010518	22音乐5班
22207010521	22音乐5班
22207010526	22音乐5班
22207040227	22舞表2班
22207040306	22舞表3班
22207040311	22舞表3班
22207040315	22舞表3班
22207040323	22舞表3班
22207050602	22音乐6班
22207050607	22音乐6班
22207050608	22音乐6班
22207050609	22音乐6班
22207050702	22音乐7班
22207050720	22音乐7班
22207050724	22音乐7班
22208010403	22美学2z班
22208010404	22美学2z班
22208010405	22美学2z班
22208010410	22美学2z班
22208010411	22美学2z班
22208030417	22室内2班
22208040302	22视传3班
22208040303	22视传3班
22208040304	22视传3班
22208040305	22视传3班
22208040306	22视传3班
22208040307	22视传3班
22208040308	22视传3班
22208040309	22视传3班
22208040311	22视传3班
22208040312	22视传3班
22208040313	22视传3班
22208040318	22视传3班
22208040319	22视传3班
22208040320	22视传3班
22208040324	22视传3班
22208040325	22视传3班
22208040326	22视传3班
22208040327	22视传3班
22208040328	22视传3班
22208040329	22视传3班
22208040330	22视传3班
222208040310	22视传3班
22401010103	22小教文1班
22401010106	22小教文1班
22401010108	22小教文1班
22401010109	22小教文1班
22401010110	22小教文1班
22401010114	22小教文1班
22401010121	22小教文1班
22401010122	22小教文1班
22401010126	22小教文1班
22401010134	22小教文1班
22401010139	22小教文1班
22401010141	22小教文1班
22401010142	22小教文1班
22401010203	22小教文2班
22401010210	22小教文2班
22401010213	22小教卓越班
22401010221	22小教文2班
22401010222	22小教文2班
22401010223	22小教文2班
22401010227	22小教卓越班
22401010228	22小教卓越班
22401010230	22小教卓越班
22401010233	22小教文2班
22401010234	22小教卓越班
22401010235	22小教文2班
22401010239	22小教文2班
22401010246	22小教文2班
22401020101	22小教理1班
22401020105	22小教理1班
22401020113	22小教理1班
22401020114	22小教理1班
22401020115	22小教理1班
22401020118	22小教理1班
22401020121	22小教理1班
22401020123	22小教理1班
22401020129	22小教理1班
22401020132	22小教理1班
22401020136	22小教理1班
22401020141	22小教理1班
22401020142	22小教理1班
22401020143	22小教理1班
22401020201	22小教理2班
22401020203	22小教卓越班
22401020204	22小教理2班
22401020206	22小教理2班
22401020207	22小教理2班
22401020210	22小教理2班
22401020212	22小教理2班
22401020217	22小教理2班
22401020219	22小教理2班
22401020220	22小教理2班
22401020221	22小教理2班
22401020223	22小教卓越班
22401020226	22小教卓越班
22401020229	22小教理2班
22401020230	22小教卓越班
22401020240	22小教卓越班
22401020241	22小教理2班
22401020242	22小教理2班
22401020243	22小教理2班
22401020244	22小教理2班
22401030106	22学前1班
22401030107	22学前1班
22401030108	22学前1班
22401030109	22学前1班
22401030110	22学前1班
22401030122	22学前1班
22401030124	22学前1班
22401030125	22学前1班
22401030127	22小教文2班
22401030128	22学前1班
22401030130	22学前1班
22401030138	22小教文2班
22401030139	22小教文2班
22401030140	22学前1班
22401030202	22学前国际1班
22401030203	22学前国际1班
22401030205	22学前国际1班
22401030206	22学前国际1班
22401030207	22学前国际1班
22401030211	22学前国际1班
22401030213	22学前国际1班
22401030221	22学前国际1班
22401030225	22学前国际1班
22401030226	22学前国际1班
22401030227	22学前国际1班
22401030232	22学前国际1班
22401030236	22学前国际1班
22401030238	22学前国际1班
22401030240	22学前国际1班
22401030242	22学前国际1班
22401030243	22学前国际1班
22401030244	22学前国际1班
22401030247	22学前国际1班
22401030308	22学前国际2班
22401030309	22学前国际2班
22401030311	22学前国际2班
22401030314	22学前国际2班
22401030315	22学前国际2班
22401030324	22学前国际2班
22401030329	22学前国际2班
22401030333	22学前国际2班
22401030338	22学前国际2班
22401030343	22学前国际2班
22401030344	23学前国际2班
22401030345	22学前国际2班
22401030349	22学前国际2班
22401040101	22心理1班
22401040113	22心理1班
22401040115	22心理1班
22401040124	22心理1班
22401040126	22心理1班
22401040127	22心理1班
22401040129	22心理1班
22401040145	22心理1班
22401040150	22心理1班
22402010101	22汉语言文学1班
22402010104	22汉语言文学1班
22402010109	22汉语言文学1班
22402010114	22汉语言文学1班
22402010115	22汉语言文学1班
22402010128	22汉语言文学1班
22402010136	22汉语言文学1班
22402010138	22汉语言文学1班
22402010139	22汉语言文学1班
22402010203	22汉语言文学2班
22402010205	22汉语言文学2班
22402010211	22汉语言文学2班
22402010215	22汉语言文学2班
22402010217	22汉语言文学2班
22402010225	22汉语言文学2班
22402010236	22汉语言文学2班
22402010237	22汉语言文学2班
22402010238	22汉语言文学2班
22402010240	22汉语言文学2班
22402010303	22汉语言文学3班
22402010307	22汉语言文学3班
22402010312	22汉语言文学3班
22402010407	22汉语言文学4班
22402010418	22汉语言文学4班
22402010438	22汉语言文学4班
22402010441	22汉语言文学4班
22402010444	22汉语言文学4班
22402010445	22汉语言文学4班
22402010449	22汉语言文学4班
22402010455	22汉语言文学卓越班
22402010457	22汉语言文学4班
22402010458	22汉语言文学卓越班
22402030101	22汉教1班
22402030104	22汉教1班
22402030111	22汉教1班
22402030138	22汉教1班
22402030140	22汉教1班
22402040125	22广电1班
22402040126	22广电1班
22402040133	22广电1班
22402040138	22广电1班
22402050105	22网媒1班
22402050111	22网媒1班
22402050128	22网媒1班
22402050131	22网媒1班
22402050140	22网媒1班
22402050141	22网媒1班
22402050143	22网媒1班
22403010102	22应数1班
22403010104	22应数1班
22403010107	22应数卓越班
22403010109	22应数1班
22403010112	22应数1班
22403010117	22应数1班
22403010121	22应数1班
22403010127	22应数卓越班
22403010133	22应数卓越班
22403010134	22应数卓越班
22403010138	22应数1班
22403010139	22应数1班
22403010141	22应数卓越班
22403010142	22应数1班
22403010144	22应数1班
22403010146	22应数1班
22403010148	22应数1班
22403010150	22应数1班
22403010201	22应数2班
22403010202	22应数2班
22403010206	22应数2班
22403010215	22应数2班
22403010216	22应数2班
22403010217	22应数2班
22403010218	22应数卓越班
22403010219	22应数2班
22403010220	22应数卓越班
22403010222	22应数2班
22403010228	22应数2班
22403010239	22应数2班
22403010243	22应数2班
22403010245	22应数2班
22403010246	22应数2班
22403010248	22应数卓越班
22403010302	22应数3班
22403010325	22应数卓越班
22403010326	22应数卓越班
22403010339	22应数3班
22403010341	22应数3班
22403010342	22应数3班
22403010344	22应数3班
22403010345	22应数3班
22403010346	22应数3班
22403010347	22应数3班
22403010348	22应数3班
22403010349	22应数3班
22403010350	22应数3班
22403030102	22信科1班
22403030106	22信科1班
22403030111	22信科1班
22403030115	22信科1班
22403030120	22信科1班
22403030130	22信科1班
22403030131	22信科1班
22403030133	22信科1班
22403030134	22信科1班
22403030138	22信科1班
22403030141	22信科1班
22403030144	22信科1班
22403030145	22信科1班
22403030146	22信科1班
22403030148	22信科1班
22403030201	22信科2班
22403030202	22信科2班
22403030205	22信科2班
22403030206	22信科2班
22403030220	22信科2班
22403030222	22信科2班
22403030225	22信科2班
22403030232	22信科2班
22403030236	22信科2班
22403030238	22信科2班
22403030240	22信科2班
22403030248	22信科2班
22403040101	22统计1班
22403040112	22统计1班
22403040114	22统计1班
22403040120	22统计1班
22403040126	22统计1班
22403040128	22统计1班
22403040129	22统计1班
22403040131	22统计1班
22403040132	22统计1班
22403040133	22统计1班
22403040138	22统计1班
22403040139	22统计1班
22403040140	22统计1班
22403040142	22统计1班
22403040149	22统计1班
22404010106	22科教1班
22404010107	22科教1班
22404010122	22科教1班
22404010124	22科教1班
22404010126	22科教1班
22404010129	22科教1班
22404010131	22科教1班
22404010134	22科教1班
22404010135	22科教1班
22404010142	22科教1班
22404010143	22科教1班
22404010144	22科教1班
22404010145	22科教1班
22404010147	22科教1班
22404010148	22科教1班
22404010149	22科教1班
22404030103	22物理1班
22404030105	22物理1班
22404030109	22物理1班
22404030113	22物理1班
22404030115	22物理1班
22404030119	22物理1班
22404030121	22物理1班
22404030122	22物理1班
22404030123	22物理1班
22404030126	22物理1班
22404030127	22物理1班
22404030129	22物理1班
22404030131	22物理1班
22404030132	22物理1班
22404030133	22物理1班
22404030134	22物理1班
22404030135	22物理1班
22404030136	22物理1班
22404030137	22物理1班
22404030139	22物理1班
22404030140	22物理1班
22404030202	22物理2班
22404030204	22物理2班
22404030206	22物理2班
22404030207	22物理2班
22404030208	22物理2班
22404030209	22物理2班
22404030210	22物理2班
22404030211	22物理2班
22404030213	22物理2班
22404030214	22物理2班
22404030215	22物理2班
22404030218	22物理2班
22404030219	22物理2班
22404030220	22物理2班
22404030222	22物理2班
22404030229	22物理2班
22404030230	22物理2班
22404030231	22物理2班
22404030232	22物理2班
22404030234	22物理2班
22404030235	22物理2班
22404030239	22物理2班
22404030240	22物理2班
22404030241	22物理2班
22404030242	22物理2班
22404030244	22物理2班
22404030247	22物理2班
22404030249	22物理2班
22404030250	22物理2班
22405010107	22英语1班
22405010108	22英语1班
22405010117	22英语1班
22405010120	22英语1班
22405010122	22英语1班
22405010123	22英语1班
22405010125	22英语1班
22405010138	22英语2班
22405010141	22英语2班
22405010142	22英语2班
22405010205	22英语2班
22405010224	22英语3班
22405010230	22英语3班
22405010241	22英语4班
22405010308	22英语3班
22405010311	22英语卓越班
22405010324	22英语3班
22405010328	22英语卓越班
22405010329	22英语3班
22405010331	22英语卓越班
22405010339	22英语3班
22405010341	22英语3班
22405010342	22英语卓越班
22405010409	22英语4班
22405010413	22英语卓越班
22405010417	22英语4班
22405010420	22英语4班
22405010425	22英语4班
22405010426	22英语4班
22405010430	22英语4班
22405010438	22英语4班
22405020116	22英语5班
22405020131	22英语5班
22405040102	22翻译1班
22405040105	22翻译1班
22405040108	22翻译1班
22405040110	22翻译1班
22405040118	22翻译1班
22405040124	22翻译1班
22405040125	22翻译1班
22405040132	22翻译1班
22405040207	22翻译2班
22405040212	22翻译2班
22405040214	22翻译2班
22405040215	22翻译2班
22405040219	22翻译2班
22406010101	22电信1班
22406010103	22电信1班
22406010104	22电信1班
22406010109	22电信1班
22406010110	22电信1班
22406010112	22电信1班
22406010116	22电信1班
22406010117	22电信1班
22406010120	22电信1班
22406010121	22电信1班
22406010122	22电信1班
22406010126	22电信1班
22406010128	22电信1班
22406010129	22电信1班
22406010130	22电信1班
22406010131	22电信1班
22406010133	22电信1班
22406010134	22电信1班
22406010136	22电信1班
22406010137	22电信1班
22406010139	22电信1班
22406010140	22电信1班
22406010141	22电信1班
22406010142	22电信1班
22406010144	22电信1班
22406010146	22电信1班
22406010148	22电信1班
22406010149	22电信1班
22406010150	22电信1班
22406010205	22电信2班
22406010220	22电信2班
22406010221	22电信2班
22406010223	22电信2班
22406010225	22电信2班
22406010229	22电信2班
22406010230	22电信2班
22406010240	22电信2班
22406010242	22电信2班
22406010244	22电信2班
22406010245	22电信2班
22406010246	22电信2班
22406010247	23电信2班
22406010249	22电信2班
22406010301	22电信3班
22406010307	22电信3班
22406010308	22电信3班
22406010310	22电信3班
22406010313	22电信3班
22406010315	22科教1班
22406010317	22电信3班
22406010320	22电信3班
22406010322	22电信3班
22406010324	22电信3班
22406010325	22电信3班
22406010328	22电信3班
22406010329	22电信3班
22406010330	22电信3班
22406010331	22电信3班
22406010332	22电信3班
22406010335	22电信3班
22406010336	22电信3班
22406010337	22电信3班
22406010338	22电信3班
22406010339	22电信3班
22406010340	22电信3班
22406010341	22电信3班
22406010342	22电信3班
22406010345	22电信3班
22406010346	22电信3班
22406010347	22电信3班
22406010348	22电信3班
22406010349	22电信3班
22406010350	22电信3班
22406020101	22通信1班
22406020102	22通信1班
22406020103	22通信1班
22406020104	22通信1班
22406020110	22通信1班
22406020111	22通信1班
22406020113	22通信1班
22406020116	22通信1班
22406020117	22通信1班
22406020119	22通信1班
22406020120	22通信1班
22406020121	22通信1班
22406020123	22通信1班
22406020125	22通信1班
22406020127	22通信1班
22406020128	22通信1班
22406020131	22通信1班
22406020132	22通信1班
22406020134	22通信1班
22406020136	22通信1班
22406020137	22通信1班
22406020145	22通信1班
22406020148	22通信1班
22406020149	22通信1班
22406020204	22通信2班
22406020206	22通信2班
22406020210	22通信2班
22406020211	22通信2班
22406020212	22通信2班
22406020216	22通信2班
22406020217	22通信2班
22406020218	22通信2班
22406020223	23应数4班
22406020227	22通信2班
22406020234	22通信2班
22406020235	22通信2班
22406020236	22通信2班
22406020238	22通信2班
22406020239	22通信2班
22406020240	22通信2班
22406020241	22通信2班
22406020244	22通信2班
22406020245	22通信2班
22406020247	22通信2班
22406020248	22通信2班
22406020249	22通信2班
22406020250	22通信2班
22406020305	22通信3班
22406020306	22通信3班
22406020308	22通信3班
22406020309	22通信3班
22406020310	22通信3班
22406020311	22通信3班
22406020312	22通信3班
22406020313	22通信3班
22406020315	22通信3班
22406020316	22通信3班
22406020319	22通信3班
22406020320	22通信3班
22406020321	22通信3班
22406020326	22通信3班
22406020327	22通信3班
22406020329	22通信3班
22406020330	22通信3班
22406020331	22通信3班
22406020332	22通信3班
22406020333	22通信3班
22406020334	23通信2班
22406020335	22通信3班
22406020338	22通信3班
22406020345	22通信3班
22406020347	22通信3班
22406020349	22通信3班
22406020350	22通信3班
22406030101	22人工智能1班
22406030103	22人工智能1班
22406030104	22人工智能1班
22406030106	22人工智能1班
22406030107	22人工智能1班
22406030108	22人工智能1班
22406030111	22人工智能1班
22406030115	22人工智能1班
22406030116	22人工智能1班
22406030119	22人工智能1班
22406030120	22人工智能1班
22406030121	22人工智能1班
22406030123	22人工智能1班
22406030124	22人工智能1班
22406030128	22人工智能1班
22406030131	22人工智能1班
22406030132	22人工智能1班
22406030133	22人工智能1班
22406030135	22人工智能1班
22406030136	22人工智能1班
22406030137	22人工智能1班
22406030138	22人工智能1班
22406030140	22人工智能1班
22406030141	22人工智能1班
22406030142	22人工智能1班
22406030144	22人工智能1班
22406030145	22人工智能1班
22406030146	22人工智能1班
22406030147	22人工智能1班
22406030150	22人工智能1班
22406030202	22人工智能2班
22406030203	22人工智能2班
22406030204	22人工智能2班
22406030206	22人工智能2班
22406030207	22人工智能2班
22406030208	22人工智能2班
22406030209	22人工智能2班
22406030210	22人工智能2班
22406030211	22人工智能2班
22406030217	22人工智能2班
22406030218	22人工智能2班
22406030219	22人工智能2班
22406030220	22人工智能2班
22406030221	22人工智能2班
22406030222	22人工智能2班
22406030224	22人工智能2班
22406030225	22人工智能2班
22406030226	22人工智能2班
22406030227	22人工智能2班
22406030228	22人工智能2班
22406030232	22人工智能2班
22406030233	22人工智能2班
22406030234	22人工智能2班
22406030235	22人工智能2班
22406030236	22人工智能2班
22406030237	22人工智能2班
22406030238	22人工智能2班
22406030240	22人工智能2班
22406030241	22人工智能2班
22406030242	22人工智能2班
22406030243	22人工智能2班
22406030244	22人工智能2班
22406030245	22人工智能2班
22406030247	22人工智能2班
22406030248	22人工智能2班
22406030249	22人工智能2班
22406030250	22人工智能2班
22406030303	22人工智能3班
22406030309	22人工智能3班
22406030310	22人工智能3班
22406030321	22人工智能3班
22406030323	22人工智能3班
22406030327	22人工智能3班
22406030329	22人工智能3班
22406030330	22人工智能3班
22406030332	22人工智能3班
22406030334	22人工智能3班
22406030335	22人工智能3班
22406030343	22人工智能3班
22406030348	22人工智能3班
22406030350	22人工智能3班
22407010102	22计科1班
22407010103	22计科1班
22407010104	22计科1班
22407010117	22计科1班
22407010120	22计科1班
22407010134	22计科1班
22407010138	22计科1班
22407010141	22计科1班
22407010142	22计科1班
22407010144	22计科1班
22407010145	22计科1班
22407010146	22计科1班
22407010148	22计科1班
22407010150	22计科1班
22407010202	22计科2班
22407010203	22计科2班
22407010204	22计科2班
22407010205	22计科2班
22407010209	22计科2班
22407010211	22计科2班
22407010215	22计科2班
22407010218	22计科2班
22407010219	22计科2班
22407010226	23计科4班
22407010227	22计科2班
22407010228	22计科2班
22407010230	22计科2班
22407010233	22计科2班
22407010234	22计科2班
22407010235	22计科2班
22407010236	22计科2班
22407010238	22计科2班
22407010239	22计科2班
22407010240	22计科2班
22407010242	22计科2班
22407010243	22计科2班
22407010244	22计科2班
22407010245	22计科2班
22407010246	22计科2班
22407010247	22计科2班
22407010249	22计科2班
22407010250	22计科2班
22407010303	22计科3班
22407010306	22计科3班
22407010307	22计科3班
22407010308	22计科3班
22407010310	22计科3班
22407010311	22计科3班
22407010314	22计科3班
22407010323	22计科3班
22407010325	22计科3班
22407010331	22计科3班
22407010333	22计科3班
22407010334	22计科3班
22407010340	22计科3班
22407010343	22计科3班
22407010344	22计科3班
22407010346	22计科3班
22407010347	22计科3班
22407010350	22计科3班
22407010412	22计科4班
22407010418	22计科4班
22407010421	22计科4班
22407010428	22计科4班
22407010432	22计科4班
22407010433	22计科4班
22407010434	22计科4班
22407010438	22计科4班
22407010441	22计科4班
22407010444	22计科4班
22407010445	22计科4班
22407010448	22计科4班
22407010450	22计科4班
22407010514	22计科5班
22407010522	22计科5班
22407010525	22计科5班
22407010528	22计科5班
22407010536	22计科5班
22407010550	22计科5班
22407010601	22计科6班
22407010602	22计科6班
22407010604	22计科6班
22407010606	22计科6班
22407010607	22计科6班
22407010610	22计科6班
22407010612	22计科6班
22407010613	22计科6班
22407010614	22计科6班
22407010616	22计科6班
22407010618	22计科6班
22407010619	22计科6班
22407010620	22计科6班
22407010621	22计科6班
22407010622	22计科6班
22407010623	22计科6班
22407010624	22计科6班
22407010625	22计科6班
22407010626	22计科6班
22407010628	22计科6班
22407010629	22计科6班
22407010630	22计科6班
22407010631	22计科6班
22407010632	22计科6班
22407010634	22计科6班
22407010637	22计科6班
22407010638	22计科6班
22407010639	22计科6班
22407010641	22计科6班
22407010642	22计科6班
22407010643	22计科6班
22407010645	22计科6班
22407010646	22计科6班
22407010647	22计科6班
22407010649	22计科6班
22407010650	22计科6班
22407020126	22教技1班
22407020133	22教技1班
22407020141	22教技1班
22407020142	22教技1班
22407020146	22教技1班
22407020150	22教技1班
22407020204	22教技2班
22407020208	22教技2班
22407020209	22教技2班
22407020211	22教技2班
22407020212	22教技2班
22407020214	22教技2班
22407020218	22教技2班
22407020220	22教技2班
22407020222	22教技2班
22407020224	22教技2班
22407020225	22教技2班
22407020228	22教技2班
22407020231	22教技2班
22407020237	22教技2班
22407020238	22教技2班
22407020241	22教技2班
22407020242	22教技2班
22407020243	22教技2班
22407020244	22教技2班
22407020245	22教技2班
22407020246	22教技2班
22407020247	22教技2班
22407020248	22教技2班
22407020249	22教技2班
22408010110	22会计1班
22408010111	22会计1班
22408010117	22会计1班
22408010118	22会计1班
22408010119	22会计1班
22408010129	22会计1班
22408010138	22会计1班
22408010140	22会计1班
22408010141	22会计1班
22408010208	22会计2班
22408010213	22英语3班
22408020109	22旅管1班
22408020112	22旅管1班
22408020125	22旅管1班
22408020126	22旅管1班
22408020131	22旅管1班
22408020132	22旅管1班
22408020133	22旅管1班
22408020135	22旅管1班
22408020140	22旅管1班
22408020202	22汉语言文学1班
22408020203	22旅管2班
22408020204	22旅管2班
22408020212	22旅管2班
22408020217	22旅管2班
22408020218	22旅管2班
22408020223	22旅管2班
22408020224	22旅管2班
22408020228	22旅管2班
22408020229	22旅管2班
22408020233	22旅管2班
22408020235	22旅管2班
22408020240	22旅管2班
22408020241	23旅管2班
22408030102	22国贸1班
22408030106	22国贸1班
22408030119	22国贸1班
22408030120	22国贸1班
22408030122	22国贸1班
22408030123	22国贸1班
22408030125	22英语3班
22408030126	22国贸1班
22408030135	22国贸1班
22408030139	22国贸1班
22408030202	22思政3班
22408030205	22国贸2班
22408030213	22国贸2班
22408030223	22国贸2班
22408030227	22国贸2班
22408030229	22国贸2班
22408030231	22国贸2班
22408030233	22国贸2班
22408040107	22市场营销1班
22408040115	22市场营销1班
22408040127	23应数3班
22408040130	22市场营销1班
22408040132	22市场营销1班
22408040138	22市场营销1班
22408040202	22市场营销2班
22408040208	22市场营销2班
22408040220	22市场营销2班
22408040221	22市场营销2班
22408040223	22市场营销2班
22408040225	22市场营销2班
22408040230	22市场营销2班
22408040231	22市场营销2班
22409010	22音乐2班
22409010112	22音乐1班
